Order_ID,Customer_ID,Product_ID,Store_ID,Order_Date,Ship_Date,Month,Quarter,Year,Country,Nation,Region,City,Product_Category,Product_Subcategory,Product_Name,Sales_Channel,Customer_Segment,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Delivery_Type,Satisfaction_Score,Returned_Units,Delivery_Days,Order_Status
ORD2025-04678,CUST00960,CAT029,ECH001,2025-04-10,2025-04-12,Apr,Q2,2025,United Kingdom,England,East of England,Norwich,Storage,Laundry,FreshFold Laundry Basket,Online,Consumer,1,25.5,0.0,25.5,16.62,8.88,0.3482,Card,Standard,3.7,0,2,Completed
ORD2025-04679,CUST00257,CAT028,ECH002,2024-10-10,2024-10-12,Oct,Q4,2024,United Kingdom,England,East Midlands,Leicester,Storage,Organisation,Studio Shelf Unit,Online,Consumer,1,95.83,0.08,88.16,72.92,15.24,0.1729,Digital Wallet,Express,3.7,0,2,Completed
ORD2025-04680,CUST00795,CAT014,STR004,2025-09-04,2025-09-04,Sep,Q3,2025,United Kingdom,England,London,London,Kitchen,Cookware,Forge Frying Pan,In-Store,Home Office,1,36.3,0.0,36.3,19.15,17.15,0.4725,Card,Store Pickup,5.0,0,0,Completed
ORD2025-04681,CUST00204,CAT026,ECH001,2024-10-16,2024-10-20,Oct,Q4,2024,United Kingdom,Wales,Wales,Cardiff,Personal Care,Wellbeing,CalmAir Diffuser,Online,Home Office,1,40.08,0.07,37.27,25.74,11.53,0.3094,Card,Standard,4.5,0,4,Completed
ORD2025-04682,CUST01401,CAT002,ECH001,2025-11-17,2025-11-22,Nov,Q4,2025,United Kingdom,England,South East,Reading,Home Accessories,Lighting,Harbour Floor Lamp,Online,Consumer,4,82.53,0.13,287.2,206.6,80.6,0.2806,Card,Standard,3.4,0,5,Completed
ORD2025-04683,CUST00748,CAT040,STR002,2025-05-10,2025-05-10,May,Q2,2025,United Kingdom,England,West Midlands,Birmingham,Storage,Organisation,Loft Label Maker,In-Store,Premium,2,31.28,0.0,62.56,33.94,28.62,0.4575,Card,Store Pickup,4.9,0,0,Completed
ORD2025-04684,CUST01228,CAT026,ECH002,2024-01-01,2024-01-04,Jan,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Personal Care,Wellbeing,CalmAir Diffuser,Online,Premium,1,39.23,0.0,39.23,26.36,12.87,0.3281,Card,Standard,4.1,0,3,Completed
ORD2025-04685,CUST00209,CAT010,STR008,2024-12-04,2024-12-04,Dec,Q4,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Furniture,Bedroom,Maple Chest of Drawers,In-Store,Premium,1,261.56,0.1,235.4,182.35,53.05,0.2254,Card,Store Pickup,3.1,0,0,Completed
ORD2025-04686,CUST00886,CAT001,ECH002,2025-09-15,2025-09-16,Sep,Q3,2025,United Kingdom,England,South West,Plymouth,Home Accessories,Lighting,Aurora Desk Lamp,Online,Consumer,2,32.93,0.13,57.3,41.44,15.86,0.2768,Digital Wallet,Click & Collect,4.6,0,1,Completed
ORD2025-04687,CUST00822,CAT040,STR009,2025-09-07,2025-09-08,Sep,Q3,2025,United Kingdom,England,South East,Reading,Storage,Organisation,Loft Label Maker,In-Store,Home Office,5,29.76,0.2,119.04,88.33,30.71,0.258,PayPal,Standard,4.8,0,1,Completed
ORD2025-04688,CUST01198,CAT026,ECH003,2025-05-19,2025-05-20,May,Q2,2025,United Kingdom,Wales,Wales,Swansea,Personal Care,Wellbeing,CalmAir Diffuser,Online,Home Office,1,36.9,0.0,36.9,24.25,12.65,0.3428,Card,Click & Collect,4.4,0,1,Completed
ORD2025-04689,CUST01221,CAT016,STR010,2024-12-11,2024-12-11,Dec,Q4,2024,United Kingdom,England,North East,Newcastle upon Tyne,Kitchen,Appliances,Harbour Kettle,In-Store,Small Business,1,50.16,0.0,50.16,32.51,17.65,0.3519,Card,Click & Collect,4.0,0,0,Completed
ORD2025-04690,CUST01141,CAT008,STR007,2024-11-13,2024-11-15,Nov,Q4,2024,United Kingdom,Wales,Wales,Cardiff,Furniture,Living Room,Camden TV Stand,In-Store,Consumer,1,226.82,0.11,201.87,149.41,52.46,0.2599,Bank Transfer,Standard,3.3,0,2,Completed
ORD2025-04691,CUST01326,CAT005,STR001,2025-10-09,2025-10-09,Oct,Q4,2025,United Kingdom,England,North West,Manchester,Home Accessories,Soft Furnishings,Kensington Cushion Set,In-Store,Consumer,1,27.03,0.0,27.03,14.61,12.42,0.4595,Digital Wallet,Store Pickup,4.3,0,0,Completed
ORD2025-04692,CUST00036,CAT021,STR005,2024-07-24,2024-07-24,Jul,Q3,2024,United Kingdom,England,South West,Bristol,Electronics,Workspace,Folio USB-C Dock,In-Store,Consumer,2,119.88,0.11,213.39,176.18,37.21,0.1744,PayPal,Store Pickup,3.9,0,0,Completed
ORD2025-04693,CUST01252,CAT033,ECH003,2025-04-28,2025-04-30,Apr,Q2,2025,United Kingdom,England,East Midlands,Nottingham,Home Accessories,Decor,Elm Photo Frame Set,Online,Small Business,1,17.67,0.07,16.43,15.87,0.56,0.0341,Card,Express,3.8,0,2,Completed
ORD2025-04694,CUST00196,CAT005,STR008,2024-11-13,2024-11-13,Nov,Q4,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Home Accessories,Soft Furnishings,Kensington Cushion Set,In-Store,Consumer,5,28.32,0.07,131.69,70.75,60.94,0.4628,Digital Wallet,Store Pickup,3.8,0,0,Completed
ORD2025-04695,CUST01072,CAT038,ECH002,2025-06-28,2025-06-29,Jun,Q2,2025,United Kingdom,England,South West,Bristol,Garden,Outdoor Living,Verde Folding Chair,Online,Consumer,2,64.4,0.0,128.8,78.7,50.1,0.389,Card,Express,3.9,0,1,Completed
ORD2025-04696,CUST01372,CAT032,STR003,2024-10-23,2024-10-24,Oct,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Cleaning,Consumables,Eco Wipe Refill Bundle,In-Store,Home Office,1,15.76,0.11,14.03,7.17,6.86,0.489,Digital Wallet,Click & Collect,5.0,0,1,Completed
ORD2025-04697,CUST00988,CAT013,STR003,2025-01-06,2025-01-06,Jan,Q1,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Kitchen,Cookware,Sterling Saucepan Set,In-Store,Premium,2,94.06,0.0,188.12,120.77,67.35,0.358,PayPal,Store Pickup,5.0,0,0,Completed
ORD2025-04698,CUST00547,CAT033,ECH003,2024-01-02,2024-01-07,Jan,Q1,2024,United Kingdom,England,South East,Reading,Home Accessories,Decor,Elm Photo Frame Set,Online,Small Business,2,17.33,0.11,30.85,19.84,11.01,0.3569,Card,Standard,2.9,2,5,Returned
ORD2025-04699,CUST00275,CAT005,STR010,2024-08-12,2024-08-12,Aug,Q3,2024,United Kingdom,England,North East,Newcastle upon Tyne,Home Accessories,Soft Furnishings,Kensington Cushion Set,In-Store,Home Office,1,27.62,0.07,25.69,14.47,11.22,0.4367,Card,Store Pickup,4.8,0,0,Completed
ORD2025-04700,CUST00549,CAT004,STR002,2024-05-21,2024-05-21,May,Q2,2024,United Kingdom,England,West Midlands,Birmingham,Home Accessories,Decor,Alder Wall Mirror,In-Store,Home Office,2,68.88,0.07,128.12,73.68,54.44,0.4249,Card,Store Pickup,4.4,0,0,Completed
ORD2025-04701,CUST00285,CAT009,STR004,2024-11-05,2024-11-05,Nov,Q4,2024,United Kingdom,England,East Midlands,Nottingham,Furniture,Bedroom,Oxford Bedside Table,In-Store,Premium,1,90.97,0.0,90.97,55.03,35.94,0.3951,PayPal,Store Pickup,4.4,0,0,Completed
ORD2025-04702,CUST00861,CAT010,STR001,2025-12-03,2025-12-04,Dec,Q4,2025,United Kingdom,England,North West,Manchester,Furniture,Bedroom,Maple Chest of Drawers,In-Store,Small Business,1,266.89,0.0,266.89,185.81,81.08,0.3038,Card,Standard,4.9,0,1,Completed
ORD2025-04703,CUST00105,CAT025,ECH001,2024-01-30,2024-02-01,Jan,Q1,2024,United Kingdom,England,South West,Plymouth,Personal Care,Wellbeing,PureMist Humidifier,Online,Consumer,4,54.77,0.07,203.74,138.26,65.48,0.3214,Card,Express,4.5,0,2,Completed
ORD2025-04704,CUST00760,CAT022,STR008,2024-05-03,2024-05-03,May,Q2,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Garden,Outdoor Living,Meadow Bistro Set,In-Store,Premium,2,188.03,0.0,376.06,250.75,125.31,0.3332,Card,Store Pickup,3.9,0,0,Completed
ORD2025-04705,CUST01327,CAT032,STR001,2025-09-06,2025-09-06,Sep,Q3,2025,United Kingdom,England,North West,Liverpool,Cleaning,Consumables,Eco Wipe Refill Bundle,In-Store,Premium,4,15.74,0.0,62.96,25.22,37.74,0.5994,Card,Store Pickup,4.4,0,0,Completed
ORD2025-04706,CUST00920,CAT010,ECH002,2024-10-16,2024-10-20,Oct,Q4,2024,United Kingdom,England,North West,Liverpool,Furniture,Bedroom,Maple Chest of Drawers,Online,Consumer,1,252.71,0.0,252.71,184.52,68.19,0.2698,Digital Wallet,Standard,4.7,0,4,Completed
ORD2025-04707,CUST00164,CAT016,ECH003,2024-06-01,2024-06-02,Jun,Q2,2024,United Kingdom,England,South West,Plymouth,Kitchen,Appliances,Harbour Kettle,Online,Consumer,3,49.25,0.07,137.41,101.85,35.56,0.2588,Bank Transfer,Click & Collect,4.4,0,1,Completed
ORD2025-04708,CUST00704,CAT013,STR006,2024-02-04,2024-02-04,Feb,Q1,2024,United Kingdom,Scotland,Scotland,Glasgow,Kitchen,Cookware,Sterling Saucepan Set,In-Store,Small Business,8,92.14,0.0,737.12,469.27,267.85,0.3634,PayPal,Store Pickup,4.1,0,0,Completed
ORD2025-04709,CUST01103,CAT039,STR001,2024-03-13,2024-03-15,Mar,Q1,2024,United Kingdom,England,North West,Manchester,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Consumer,1,66.36,0.06,62.38,42.25,20.13,0.3227,PayPal,Standard,4.6,0,2,Completed
ORD2025-04710,CUST01439,CAT031,ECH003,2025-03-05,2025-03-09,Mar,Q1,2025,United Kingdom,Wales,Wales,Swansea,Cleaning,Home Care,PureClean Vacuum,Online,Consumer,6,138.64,0.13,723.7,598.82,124.88,0.1726,Card,Standard,5.0,0,4,Completed
ORD2025-04711,CUST00161,CAT014,ECH002,2025-03-04,2025-03-07,Mar,Q1,2025,United Kingdom,Northern Ireland,Northern Ireland,Derry,Kitchen,Cookware,Forge Frying Pan,Online,Home Office,2,32.49,0.07,60.43,45.26,15.17,0.251,Bank Transfer,Standard,3.8,0,3,Completed
ORD2025-04712,CUST01139,CAT006,STR009,2025-09-06,2025-09-06,Sep,Q3,2025,United Kingdom,England,South East,Reading,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Home Office,2,36.85,0.07,68.54,35.43,33.11,0.4831,Card,Store Pickup,4.7,0,0,Completed
ORD2025-04713,CUST00298,CAT022,STR001,2024-12-24,2024-12-24,Dec,Q4,2024,United Kingdom,England,North West,Manchester,Garden,Outdoor Living,Meadow Bistro Set,In-Store,Premium,5,187.72,0.04,901.06,627.4,273.66,0.3037,Card,Store Pickup,4.5,0,0,Completed
ORD2025-04714,CUST00917,CAT013,STR010,2024-02-13,2024-02-13,Feb,Q1,2024,United Kingdom,England,East of England,Norwich,Kitchen,Cookware,Sterling Saucepan Set,In-Store,Consumer,1,91.14,0.21,72.0,57.82,14.18,0.1969,PayPal,Store Pickup,5.0,0,0,Completed
ORD2025-04715,CUST00240,CAT013,STR009,2024-07-27,2024-07-27,Jul,Q3,2024,United Kingdom,England,South East,Reading,Kitchen,Cookware,Sterling Saucepan Set,In-Store,Consumer,2,98.56,0.06,185.29,118.85,66.44,0.3586,Bank Transfer,Store Pickup,3.8,0,0,Completed
ORD2025-04716,CUST01387,CAT040,ECH002,2025-12-20,2025-12-23,Dec,Q4,2025,United Kingdom,England,North West,Liverpool,Storage,Organisation,Loft Label Maker,Online,Consumer,1,32.52,0.0,32.52,21.23,11.29,0.3472,Digital Wallet,Standard,4.5,0,3,Completed
ORD2025-04717,CUST00074,CAT022,ECH001,2025-03-24,2025-03-28,Mar,Q1,2025,United Kingdom,England,South East,Reading,Garden,Outdoor Living,Meadow Bistro Set,Online,Home Office,1,189.9,0.07,176.61,132.05,44.56,0.2523,PayPal,Standard,4.9,0,4,Completed
ORD2025-04718,CUST01226,CAT027,STR005,2024-07-09,2024-07-09,Jul,Q3,2024,United Kingdom,England,South West,Bristol,Storage,Organisation,Metro Storage Box Pack,In-Store,Consumer,6,18.79,0.12,99.21,48.75,50.46,0.5086,Card,Store Pickup,4.3,0,0,Completed
ORD2025-04719,CUST01403,CAT025,STR008,2024-07-27,2024-07-27,Jul,Q3,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Personal Care,Wellbeing,PureMist Humidifier,In-Store,Consumer,2,50.76,0.0,101.52,61.91,39.61,0.3902,Card,Store Pickup,4.6,0,0,Completed
ORD2025-04720,CUST01402,CAT008,ECH003,2025-11-07,2025-11-10,Nov,Q4,2025,United Kingdom,England,London,London,Furniture,Living Room,Camden TV Stand,Online,Home Office,1,228.48,0.0,228.48,150.06,78.42,0.3432,Card,Standard,3.4,0,3,Completed
ORD2025-04721,CUST00112,CAT037,ECH003,2024-05-30,2024-05-31,May,Q2,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Electronics,Workspace,Clarity Monitor Light,Online,Premium,5,45.31,0.0,226.55,152.0,74.55,0.3291,Digital Wallet,Express,4.2,0,1,Completed
ORD2025-04722,CUST01135,CAT010,STR004,2025-05-03,2025-05-03,May,Q2,2025,United Kingdom,England,London,London,Furniture,Bedroom,Maple Chest of Drawers,In-Store,Consumer,1,265.03,0.06,249.13,177.46,71.67,0.2877,Digital Wallet,Store Pickup,4.6,0,0,Completed
ORD2025-04723,CUST00188,CAT027,STR006,2024-08-23,2024-08-23,Aug,Q3,2024,United Kingdom,Scotland,Scotland,Glasgow,Storage,Organisation,Metro Storage Box Pack,In-Store,Small Business,4,18.2,0.0,72.8,32.73,40.07,0.5504,PayPal,Store Pickup,4.0,0,0,Completed
ORD2025-04724,CUST00164,CAT032,STR006,2025-04-18,2025-04-18,Apr,Q2,2025,United Kingdom,Scotland,Scotland,Glasgow,Cleaning,Consumables,Eco Wipe Refill Bundle,In-Store,Consumer,3,15.25,0.0,45.75,18.94,26.81,0.586,Card,Store Pickup,4.3,0,0,Completed
ORD2025-04725,CUST00337,CAT009,STR009,2024-08-05,2024-08-05,Aug,Q3,2024,United Kingdom,England,South East,Reading,Furniture,Bedroom,Oxford Bedside Table,In-Store,Small Business,1,87.93,0.0,87.93,55.76,32.17,0.3659,Card,Store Pickup,3.7,0,0,Completed
ORD2025-04726,CUST01494,CAT036,STR005,2025-11-03,2025-11-03,Nov,Q4,2025,United Kingdom,England,London,London,Furniture,Workspace,Apex Standing Desk,In-Store,Premium,1,323.76,0.0,323.76,208.0,115.76,0.3575,PayPal,Store Pickup,3.8,1,0,Returned
ORD2025-04727,CUST01339,CAT004,ECH002,2024-06-29,2024-07-01,Jun,Q2,2024,United Kingdom,England,North East,Newcastle upon Tyne,Home Accessories,Decor,Alder Wall Mirror,Online,Premium,3,69.19,0.0,207.57,116.59,90.98,0.4383,Card,Click & Collect,5.0,0,2,Completed
ORD2025-04728,CUST00279,CAT016,ECH003,2024-04-08,2024-04-09,Apr,Q2,2024,United Kingdom,England,South West,Bristol,Kitchen,Appliances,Harbour Kettle,Online,Home Office,1,50.85,0.11,45.26,40.41,4.85,0.1072,Bank Transfer,Express,5.0,0,1,Completed
ORD2025-04729,CUST00447,CAT003,STR001,2025-10-04,2025-10-04,Oct,Q4,2025,United Kingdom,England,South West,Bristol,Home Accessories,Decor,Willow Ceramic Vase,In-Store,Consumer,2,24.0,0.12,42.24,21.95,20.29,0.4804,PayPal,Store Pickup,4.5,0,0,Completed
ORD2025-04730,CUST01398,CAT034,STR002,2024-10-18,2024-10-18,Oct,Q4,2024,United Kingdom,England,West Midlands,Birmingham,Kitchen,Tableware,Harper Dinner Set,In-Store,Premium,10,74.76,0.0,747.6,418.54,329.06,0.4402,Card,Store Pickup,5.0,0,0,Completed
ORD2025-04731,CUST01297,CAT027,STR005,2025-12-24,2025-12-25,Dec,Q4,2025,United Kingdom,England,South West,Bristol,Storage,Organisation,Metro Storage Box Pack,In-Store,Consumer,2,20.11,0.0,40.22,17.15,23.07,0.5736,Digital Wallet,Click & Collect,3.7,0,1,Completed
ORD2025-04732,CUST00777,CAT025,STR008,2024-09-08,2024-09-08,Sep,Q3,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Personal Care,Wellbeing,PureMist Humidifier,In-Store,Home Office,2,51.4,0.1,92.52,61.41,31.11,0.3363,Digital Wallet,Store Pickup,3.2,0,0,Completed
ORD2025-04733,CUST01085,CAT011,ECH002,2024-06-07,2024-06-09,Jun,Q2,2024,United Kingdom,England,South East,Southampton,Furniture,Dining,Abbey Dining Chair,Online,Small Business,1,75.88,0.0,75.88,50.29,25.59,0.3372,Card,Standard,4.0,0,2,Completed
ORD2025-04734,CUST01189,CAT035,ECH002,2024-05-05,2024-05-06,May,Q2,2024,United Kingdom,Scotland,Scotland,Edinburgh,Furniture,Workspace,Apex Office Chair,Online,Premium,1,164.07,0.0,164.07,120.85,43.22,0.2634,PayPal,Express,4.3,0,1,Completed
ORD2025-04735,CUST00702,CAT033,ECH001,2024-12-02,2024-12-07,Dec,Q4,2024,United Kingdom,England,East Midlands,Nottingham,Home Accessories,Decor,Elm Photo Frame Set,Online,Consumer,2,18.04,0.0,36.08,19.81,16.27,0.4509,Card,Standard,3.5,0,5,Completed
ORD2025-04736,CUST00080,CAT017,STR009,2025-09-18,2025-09-18,Sep,Q3,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Kitchen,Appliances,Harbour Toaster,In-Store,Small Business,2,42.52,0.09,77.39,56.71,20.68,0.2672,Card,Store Pickup,4.3,0,0,Completed
ORD2025-04737,CUST01115,CAT039,ECH003,2024-05-23,2024-05-24,May,Q2,2024,United Kingdom,England,South West,Plymouth,Personal Care,Wellbeing,Serene Heated Blanket,Online,Premium,2,63.85,0.0,127.7,90.03,37.67,0.295,Card,Express,3.9,0,1,Completed
ORD2025-04738,CUST01559,CAT016,STR001,2025-10-03,2025-10-03,Oct,Q4,2025,United Kingdom,England,North West,Manchester,Kitchen,Appliances,Harbour Kettle,In-Store,Small Business,1,50.15,0.09,45.64,30.87,14.77,0.3236,Digital Wallet,Store Pickup,4.0,0,0,Completed
ORD2025-04739,CUST00931,CAT015,ECH003,2024-12-23,2024-12-24,Dec,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Sheffield,Kitchen,Storage,Pantry Glass Jar Set,Online,Consumer,4,22.87,0.07,85.08,50.37,34.71,0.408,Digital Wallet,Express,4.7,0,1,Completed
ORD2025-04740,CUST00269,CAT029,STR002,2024-02-10,2024-02-10,Feb,Q1,2024,United Kingdom,England,West Midlands,Birmingham,Storage,Laundry,FreshFold Laundry Basket,In-Store,Home Office,3,25.17,0.0,75.51,36.41,39.1,0.5178,Digital Wallet,Store Pickup,3.6,0,0,Completed
ORD2025-04741,CUST00782,CAT040,ECH001,2024-06-25,2024-06-29,Jun,Q2,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Storage,Organisation,Loft Label Maker,Online,Small Business,2,29.34,0.0,58.68,38.92,19.76,0.3367,Digital Wallet,Standard,4.2,0,4,Completed
ORD2025-04742,CUST01150,CAT001,ECH003,2024-10-04,2024-10-05,Oct,Q4,2024,United Kingdom,England,West Midlands,Coventry,Home Accessories,Lighting,Aurora Desk Lamp,Online,Consumer,6,32.97,0.0,197.82,125.82,72.0,0.364,Digital Wallet,Express,4.1,0,1,Completed
ORD2025-04743,CUST01505,CAT033,ECH002,2025-03-19,2025-03-21,Mar,Q1,2025,United Kingdom,Scotland,Scotland,Edinburgh,Home Accessories,Decor,Elm Photo Frame Set,Online,Home Office,1,17.9,0.08,16.47,9.97,6.5,0.3947,Card,Click & Collect,4.6,0,2,Completed
ORD2025-04744,CUST00756,CAT010,ECH001,2024-02-09,2024-02-11,Feb,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Furniture,Bedroom,Maple Chest of Drawers,Online,Small Business,2,246.56,0.06,463.53,372.24,91.29,0.1969,Card,Express,4.4,0,2,Completed
ORD2025-04745,CUST01312,CAT030,ECH003,2024-03-10,2024-03-14,Mar,Q1,2024,United Kingdom,England,West Midlands,Birmingham,Cleaning,Home Care,Swift Steam Mop,Online,Small Business,3,81.47,0.11,217.52,174.79,42.73,0.1964,Digital Wallet,Standard,3.7,0,4,Completed
ORD2025-04746,CUST00248,CAT016,ECH001,2025-09-13,2025-09-18,Sep,Q3,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Kitchen,Appliances,Harbour Kettle,Online,Consumer,1,49.51,0.07,46.04,35.55,10.49,0.2278,Bank Transfer,Standard,3.8,0,5,Completed
ORD2025-04747,CUST01593,CAT034,ECH001,2025-07-23,2025-07-28,Jul,Q3,2025,United Kingdom,England,South West,Plymouth,Kitchen,Tableware,Harper Dinner Set,Online,Consumer,4,71.76,0.0,287.04,175.87,111.17,0.3873,Card,Standard,3.4,0,5,Completed
ORD2025-04748,CUST00951,CAT035,STR004,2025-10-15,2025-10-18,Oct,Q4,2025,United Kingdom,England,London,London,Furniture,Workspace,Apex Office Chair,In-Store,Consumer,1,176.58,0.11,157.16,114.19,42.97,0.2734,Card,Standard,4.6,0,3,Completed
ORD2025-04749,CUST00112,CAT004,ECH001,2025-01-13,2025-01-16,Jan,Q1,2025,United Kingdom,England,London,London,Home Accessories,Decor,Alder Wall Mirror,Online,Home Office,6,69.46,0.0,416.76,241.55,175.21,0.4204,Card,Standard,4.6,0,3,Completed
ORD2025-04750,CUST00628,CAT029,ECH001,2025-09-23,2025-09-26,Sep,Q3,2025,United Kingdom,England,North West,Manchester,Storage,Laundry,FreshFold Laundry Basket,Online,Consumer,5,26.75,0.0,133.75,69.14,64.61,0.4831,Card,Standard,3.9,0,3,Completed
ORD2025-04751,CUST00292,CAT038,STR002,2024-05-28,2024-05-28,May,Q2,2024,United Kingdom,England,West Midlands,Birmingham,Garden,Outdoor Living,Verde Folding Chair,In-Store,Home Office,6,61.33,0.0,367.98,203.53,164.45,0.4469,Card,Store Pickup,4.8,0,0,Completed
ORD2025-04752,CUST01120,CAT018,ECH002,2024-03-02,2024-03-05,Mar,Q1,2024,United Kingdom,England,West Midlands,Birmingham,Electronics,Small Tech,Pulse Bluetooth Speaker,Online,Consumer,5,56.15,0.07,261.1,206.13,54.97,0.2105,PayPal,Standard,4.9,0,3,Completed
ORD2025-04753,CUST00025,CAT013,ECH003,2024-12-02,2024-12-06,Dec,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Sheffield,Kitchen,Cookware,Sterling Saucepan Set,Online,Home Office,3,102.37,0.07,285.61,184.07,101.54,0.3555,Bank Transfer,Standard,4.4,0,4,Completed
ORD2025-04754,CUST01496,CAT012,STR006,2025-11-12,2025-11-12,Nov,Q4,2025,United Kingdom,Scotland,Scotland,Glasgow,Furniture,Dining,Bromley Dining Table,In-Store,Small Business,2,314.63,0.09,572.63,461.79,110.84,0.1936,Bank Transfer,Store Pickup,3.9,0,0,Completed
ORD2025-04755,CUST00769,CAT002,ECH002,2025-01-30,2025-02-01,Jan,Q1,2025,United Kingdom,England,East of England,Norwich,Home Accessories,Lighting,Harbour Floor Lamp,Online,Premium,2,77.16,0.0,154.32,106.59,47.73,0.3093,Card,Express,4.6,0,2,Completed
ORD2025-04756,CUST00344,CAT006,ECH003,2024-01-10,2024-01-13,Jan,Q1,2024,United Kingdom,England,East Midlands,Nottingham,Home Accessories,Soft Furnishings,Hearth Throw Blanket,Online,Consumer,6,36.23,0.08,199.99,118.24,81.75,0.4088,PayPal,Click & Collect,3.9,0,3,Completed
ORD2025-04757,CUST00464,CAT039,STR002,2025-04-18,2025-04-18,Apr,Q2,2025,United Kingdom,England,West Midlands,Birmingham,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Home Office,2,63.63,0.15,108.17,79.47,28.7,0.2653,Card,Store Pickup,4.4,0,0,Completed
ORD2025-04758,CUST00387,CAT014,STR001,2024-12-19,2024-12-19,Dec,Q4,2024,United Kingdom,England,North West,Manchester,Kitchen,Cookware,Forge Frying Pan,In-Store,Consumer,2,35.72,0.06,67.15,39.6,27.55,0.4103,PayPal,Store Pickup,4.2,0,0,Completed
ORD2025-04759,CUST01574,CAT030,ECH003,2024-01-17,2024-01-20,Jan,Q1,2024,United Kingdom,England,North West,Liverpool,Cleaning,Home Care,Swift Steam Mop,Online,Consumer,2,84.74,0.0,169.48,121.62,47.86,0.2824,Digital Wallet,Standard,4.5,0,3,Completed
ORD2025-04760,CUST00857,CAT029,STR008,2024-10-11,2024-10-15,Oct,Q4,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Storage,Laundry,FreshFold Laundry Basket,In-Store,Small Business,1,25.42,0.06,23.89,15.62,8.27,0.3462,PayPal,Standard,3.1,0,4,Completed
ORD2025-04761,CUST00855,CAT006,STR009,2024-10-03,2024-10-03,Oct,Q4,2024,United Kingdom,England,South West,Plymouth,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Consumer,2,36.95,0.07,68.73,34.99,33.74,0.4909,Digital Wallet,Store Pickup,3.2,0,0,Completed
ORD2025-04762,CUST01549,CAT022,ECH002,2025-02-11,2025-02-13,Feb,Q1,2025,United Kingdom,Wales,Wales,Swansea,Garden,Outdoor Living,Meadow Bistro Set,Online,Home Office,10,179.33,0.07,1667.77,1294.05,373.72,0.2241,Digital Wallet,Click & Collect,3.7,0,2,Completed
ORD2025-04763,CUST00832,CAT018,ECH003,2024-01-28,2024-02-01,Jan,Q1,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Electronics,Small Tech,Pulse Bluetooth Speaker,Online,Consumer,2,54.64,0.0,109.28,84.18,25.1,0.2297,Card,Standard,4.4,0,4,Completed
ORD2025-04764,CUST00933,CAT039,STR008,2025-10-17,2025-10-17,Oct,Q4,2025,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Premium,5,68.29,0.0,341.45,202.67,138.78,0.4064,Card,Store Pickup,4.9,0,0,Completed
ORD2025-04765,CUST01315,CAT002,ECH002,2024-12-13,2024-12-17,Dec,Q4,2024,United Kingdom,England,South West,Plymouth,Home Accessories,Lighting,Harbour Floor Lamp,Online,Premium,2,80.37,0.0,160.74,102.23,58.51,0.364,PayPal,Standard,4.7,0,4,Completed
ORD2025-04766,CUST01554,CAT031,ECH001,2025-09-20,2025-09-22,Sep,Q3,2025,United Kingdom,Scotland,Scotland,Edinburgh,Cleaning,Home Care,PureClean Vacuum,Online,Premium,3,129.36,0.06,364.8,309.25,55.55,0.1523,Card,Click & Collect,4.3,0,2,Completed
ORD2025-04767,CUST00488,CAT038,ECH002,2025-05-27,2025-05-30,May,Q2,2025,United Kingdom,England,West Midlands,Coventry,Garden,Outdoor Living,Verde Folding Chair,Online,Premium,2,63.89,0.0,127.78,73.4,54.38,0.4256,Bank Transfer,Standard,4.6,0,3,Completed
ORD2025-04768,CUST01208,CAT026,STR010,2024-03-03,2024-03-03,Mar,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Personal Care,Wellbeing,CalmAir Diffuser,In-Store,Home Office,1,38.73,0.1,34.86,20.66,14.2,0.4073,Digital Wallet,Store Pickup,4.4,0,0,Completed
